RegionName,Ciudad,Estado,Precio_Actual,Clasificacion,Confianza_%,Crecimiento_2025_%,Asequibilidad,Vacancia_%,Impulso_Mercado_%,Latitude,Longitude
85643,Willcox,AZ,200182,Bajo Potencial,99.9,-0.9,3.7,10.6,-10.8,32.373,-109.8631
77418,Bellville,TX,430126,Bajo Potencial,99.9,1.4,5.4,3.8,-11.8,29.9658,-96.2531
29728,Pageland,SC,207262,Bajo Potencial,99.9,1.6,5.1,6.6,-19.2,34.7722,-80.3966
84532,,UT,597451,Bajo Potencial,99.9,1.1,9.2,8.7,-14.8,38.5677,-109.5271
76539,Copperas Cove,TX,358630,Bajo Potencial,99.9,2.4,3.7,6.1,-16.3,31.0887,-98.0099
99022,Medical Lake,WA,419198,Bajo Potencial,99.9,2.3,4.5,1.0,-12.6,47.615,-117.704
80235,Lakewood,CO,446807,Bajo Potencial,99.9,0.0,6.3,4.8,-10.3,39.6472,-105.0795
78003,Bandera,TX,338135,Bajo Potencial,99.9,1.9,6.3,11.1,-15.4,29.7276,-99.0453
80543,Milliken,CO,455021,Bajo Potencial,99.9,1.8,4.7,0.8,-11.3,40.3294,-104.8552
84701,Richfield,UT,323578,Bajo Potencial,99.9,2.6,4.0,5.3,-15.8,38.7388,-112.0744
86440,Mohave Valley,AZ,295491,Bajo Potencial,99.9,0.3,4.3,16.7,-14.1,34.8929,-114.5951
85004,Phoenix,AZ,431289,Bajo Potencial,99.9,-1.8,6.1,9.1,-15.5,33.4557,-112.0686
78957,Smithville,TX,342921,Bajo Potencial,99.9,0.5,6.0,6.7,-22.7,30.0178,-97.1494
85937,Snowflake,AZ,329767,Bajo Potencial,99.9,0.1,5.0,3.4,-12.6,34.4959,-110.0807
32130,De Leon Springs,FL,335461,Bajo Potencial,99.9,2.0,5.4,3.0,-15.7,29.1166,-81.3488
93546,Mammoth Lakes,CA,800503,Bajo Potencial,99.9,0.9,8.2,80.3,-17.6,37.6094,-118.8656
31201,Macon,GA,112334,Bajo Potencial,99.9,0.7,4.8,14.9,-14.7,32.8095,-83.6168
59270,Sidney,MT,262377,Bajo Potencial,99.9,-1.1,4.3,8.9,-12.5,47.713,-104.1634
28174,Wingate,NC,306955,Bajo Potencial,99.9,1.8,4.1,1.6,-15.2,34.9847,-80.4476
97365,Newport,OR,450068,Bajo Potencial,99.9,0.9,7.1,9.1,-12.5,44.6487,-124.0509
76078,,TX,381146,Bajo Potencial,99.9,1.8,4.0,2.9,-13.5,33.054,-97.4817
35068,Fultondale,AL,229180,Bajo Potencial,99.9,1.0,3.2,1.6,-11.0,33.6017,-86.8265
88345,Ruidoso,NM,338688,Bajo Potencial,99.9,-1.3,6.8,66.6,-13.1,33.3474,-105.651
92365,,CA,239022,Bajo Potencial,99.9,-2.2,4.4,12.1,-15.8,34.885,-116.7464
85003,Phoenix,AZ,570670,Bajo Potencial,99.9,-1.7,9.9,6.7,-12.6,33.4511,-112.0774
78124,Marion,TX,354795,Bajo Potencial,99.9,-1.6,4.4,2.9,-13.3,29.5683,-98.1517
86429,Bullhead City,AZ,396077,Bajo Potencial,99.9,0.8,7.4,15.9,-12.3,35.1715,-114.5386
92276,Thousand Palms,CA,409613,Bajo Potencial,99.9,0.9,5.1,13.8,-14.4,33.8082,-116.3713
76424,Breckenridge,TX,142038,Bajo Potencial,99.9,-5.8,3.4,10.9,-22.1,32.7532,-98.9099
48208,Detroit,MI,135784,Bajo Potencial,99.9,-2.4,4.7,16.2,-12.8,42.3495,-83.0927
80461,Leadville,CO,493188,Bajo Potencial,99.9,2.1,5.1,14.4,-15.5,39.2497,-106.3015
85194,Casa Grande,AZ,367775,Bajo Potencial,99.9,-0.6,4.9,8.8,-18.8,32.8984,-111.6261
84332,Providence,UT,492266,Bajo Potencial,99.9,-0.2,4.7,0.9,-16.1,41.7,-111.8123
34251,Myakka City,FL,667109,Bajo Potencial,99.9,1.1,7.2,2.0,-17.7,27.3648,-82.1849
85390,Wickenburg,AZ,525232,Bajo Potencial,99.9,0.3,7.7,8.7,-12.6,33.8944,-112.8603
32448,Marianna,FL,159908,Bajo Potencial,99.9,-0.0,3.7,4.8,-12.8,30.6749,-85.2122
34431,Dunnellon,FL,269954,Bajo Potencial,99.9,0.9,5.0,9.2,-19.1,29.1392,-82.5328
19939,Dagsboro,DE,444147,Bajo Potencial,99.9,1.5,5.0,13.3,-11.6,38.5596,-75.2113
46075,Whitestown,IN,356941,Bajo Potencial,99.9,0.4,3.0,1.0,-12.6,40.0,-86.3507
83619,Fruitland,ID,402868,Bajo Potencial,99.9,2.8,6.2,2.7,-16.4,44.0027,-116.9143
38474,Mount Pleasant,TN,271562,Bajo Potencial,99.9,0.8,4.1,3.6,-12.8,35.5301,-87.2037
99204,Spokane,WA,384979,Bajo Potencial,99.9,1.8,7.6,4.5,-13.2,47.6501,-117.4298
93460,Santa Ynez,CA,1815916,Bajo Potencial,99.9,1.0,13.3,5.1,-14.2,34.624,-120.0713
28469,Ocean Isle Beach,NC,530460,Bajo Potencial,99.9,1.8,5.7,46.4,-16.6,33.8913,-78.4298
97423,Coquille,OR,320657,Bajo Potencial,99.9,0.7,5.5,3.2,-11.1,43.1884,-124.2014
78606,Blanco,TX,575002,Bajo Potencial,99.9,-0.9,6.2,8.0,-14.7,30.0874,-98.4107
78026,Jourdanton,TX,234683,Bajo Potencial,99.9,-1.5,3.2,6.2,-10.9,28.903,-98.544
89001,,NV,213097,Bajo Potencial,99.9,-11.6,2.8,11.2,-15.3,37.3259,-115.308
97411,Bandon,OR,482015,Bajo Potencial,99.9,0.3,9.7,7.7,-13.2,43.0968,-124.4037
32266,Neptune Beach,FL,747255,Bajo Potencial,99.9,3.3,6.5,7.1,-16.5,30.3155,-81.4051
30303,Atlanta,GA,238137,Bajo Potencial,99.9,-7.1,3.6,2.2,-11.8,33.7525,-84.3888
85034,Phoenix,AZ,269581,Bajo Potencial,99.9,0.7,5.0,9.9,-13.5,33.4413,-112.0421
87035,Moriarty,NM,227993,Bajo Potencial,99.9,1.0,6.0,7.7,-12.3,34.9889,-106.0609
86333,Mayer,AZ,309515,Bajo Potencial,99.9,1.1,5.6,9.3,-13.1,34.3655,-112.1296
76437,Cisco,TX,159596,Bajo Potencial,99.9,-5.0,2.9,8.3,-16.9,32.38,-98.9865
75173,,TX,378833,Bajo Potencial,99.9,1.2,3.7,3.3,-15.6,33.0593,-96.3877
99001,Airway Heights,WA,370073,Bajo Potencial,99.9,1.3,6.0,2.0,-13.7,47.6438,-117.5921
98816,Chelan,WA,511325,Bajo Potencial,99.9,-1.4,7.2,29.7,-12.3,47.8483,-120.0273
27605,Raleigh,NC,430680,Bajo Potencial,99.9,-3.4,7.1,8.7,-13.3,35.7908,-78.653
49420,Hart,MI,206194,Bajo Potencial,99.9,-2.9,3.7,7.6,-13.2,43.7068,-86.3142
28097,,NC,383408,Bajo Potencial,99.9,2.3,4.7,2.9,-15.0,35.2704,-80.4211
28431,Chadbourn,NC,153941,Bajo Potencial,99.9,-2.7,4.8,8.9,-15.3,34.3223,-78.8267
75559,De Kalb,TX,205871,Bajo Potencial,99.9,-5.8,3.9,11.3,-14.7,33.5087,-94.6163
33876,Sebring,FL,267122,Bajo Potencial,99.9,1.4,4.6,7.2,-18.1,27.4287,-81.3519
83455,Victor,ID,867986,Bajo Potencial,99.9,2.7,7.7,12.1,-15.9,43.6148,-111.1259
32730,Casselberry,FL,339601,Bajo Potencial,99.9,0.8,6.8,4.0,-13.3,28.6513,-81.3418
79088,Tulia,TX,95921,Bajo Potencial,99.9,-3.6,3.3,7.4,-17.3,34.5583,-101.8039
33538,Lake Panasoffkee,FL,214707,Bajo Potencial,99.9,-2.0,4.4,12.3,-15.9,28.7953,-82.1363
85622,Green Valley,AZ,358765,Bajo Potencial,99.9,-1.1,4.9,15.0,-12.7,31.8269,-111.0755
85623,Oracle,AZ,526096,Bajo Potencial,99.9,0.6,7.6,6.6,-12.9,32.6005,-110.7961
78052,Lytle,TX,281646,Bajo Potencial,99.9,-1.9,4.4,5.9,-13.7,29.2366,-98.7945
95446,Guerneville,CA,554707,Bajo Potencial,99.9,-2.0,6.5,15.3,-10.4,38.5055,-122.9965
70075,Meraux,LA,247394,Bajo Potencial,99.9,-0.8,3.7,1.9,-11.6,29.9335,-89.9214
57718,Blackhawk,SD,363360,Bajo Potencial,99.9,1.3,4.4,1.4,-12.9,44.1512,-103.3486
70112,New Orleans,LA,335662,Bajo Potencial,99.9,-10.6,18.3,36.1,-16.4,29.9605,-90.0753
73103,Oklahoma City,OK,365198,Bajo Potencial,99.9,-5.4,6.7,7.1,-10.6,35.491,-97.5196
98244,Deming,WA,330234,Bajo Potencial,99.9,-1.5,4.0,21.0,-16.9,48.8018,-122.0918
76448,Eastland,TX,175259,Bajo Potencial,99.9,-3.5,3.3,15.1,-13.4,32.3994,-98.8071
80530,Frederick,CO,509958,Bajo Potencial,99.9,1.2,4.2,1.7,-11.3,40.0978,-104.9293
30559,Mineral Bluff,GA,498822,Bajo Potencial,99.9,0.8,7.9,23.9,-16.6,34.9341,-84.2541
76531,Hamilton,TX,230726,Bajo Potencial,99.9,1.3,4.1,15.1,-16.6,31.6781,-98.1131
75756,Brownsboro,TX,284121,Bajo Potencial,99.9,1.9,3.4,5.9,-12.1,32.304,-95.6
81089,Walsenburg,CO,214036,Bajo Potencial,99.9,0.8,4.1,12.7,-14.3,37.6465,-104.7798
85701,Tucson,AZ,410640,Bajo Potencial,99.9,-1.4,8.1,8.4,-14.6,32.2139,-110.9694
38483,Summertown,TN,275134,Bajo Potencial,99.9,1.9,4.4,4.4,-13.4,35.4307,-87.3198
76527,Florence,TX,515204,Bajo Potencial,99.9,0.6,6.1,1.5,-13.7,30.8076,-97.7812
34449,Inglis,FL,260887,Bajo Potencial,99.9,-0.1,4.7,12.7,-16.3,29.0955,-82.6561
95383,Twain Harte,CA,409634,Bajo Potencial,99.9,0.9,4.8,43.4,-11.7,38.0454,-120.2178
32580,Eglin AFB,FL,334608,Bajo Potencial,99.9,-0.2,4.0,6.1,-13.4,30.5092,-86.5009
57754,Lead,SD,378580,Bajo Potencial,99.9,0.2,6.3,33.0,-15.2,44.263,-103.8712
85616,Huachuca City,AZ,214502,Bajo Potencial,99.9,0.2,4.3,3.2,-12.7,31.6639,-110.3334
38680,,MS,256663,Bajo Potencial,99.9,1.9,3.6,4.5,-10.7,34.9641,-90.1208
78208,San Antonio,TX,179318,Bajo Potencial,99.9,-7.8,8.8,11.1,-15.2,29.44,-98.459
97734,Culver,OR,400569,Bajo Potencial,99.9,1.9,5.0,21.7,-12.9,44.4818,-121.2344
33839,Eagle Lake,FL,298743,Bajo Potencial,99.9,-1.2,3.2,6.7,-19.1,27.9787,-81.7564
75426,Clarksville,TX,123596,Bajo Potencial,99.9,-2.8,3.5,12.4,-12.4,33.6236,-95.0461
30079,Scottdale,GA,319231,Bajo Potencial,99.9,0.0,4.4,5.6,-13.3,33.7934,-84.2585
95423,Clearlake Oaks,CA,267676,Bajo Potencial,99.9,-1.5,6.6,23.9,-11.7,39.0664,-122.6558
76651,Italy,TX,252210,Bajo Potencial,99.9,0.0,3.6,4.2,-11.0,32.1785,-96.8823
85935,Pinetop,AZ,529513,Bajo Potencial,99.9,2.8,7.8,71.8,-17.2,34.1175,-109.9197
77871,Normangee,TX,311652,Bajo Potencial,99.9,0.2,4.8,13.2,-13.8,31.0705,-96.125
28098,Lowell,NC,261253,Bajo Potencial,99.9,2.8,4.8,1.4,-14.4,35.2655,-81.096
83837,,ID,271257,Bajo Potencial,99.9,1.6,6.2,10.5,-19.6,47.5431,-116.1253
29436,Cross,SC,220637,Bajo Potencial,99.9,-4.4,4.1,9.4,-13.4,33.3364,-80.1859
49340,Remus,MI,187865,Bajo Potencial,99.9,-0.6,3.5,8.3,-8.8,43.6032,-85.1574
85324,Black Canyon City,AZ,364257,Bajo Potencial,99.9,-0.7,5.2,6.7,-14.5,34.0755,-112.134
78025,Ingram,TX,383319,Bajo Potencial,99.9,-0.3,5.9,11.0,-14.8,30.0731,-99.269
96727,Honokaa,HI,636448,Bajo Potencial,99.9,1.4,7.6,4.7,-14.4,20.0827,-155.488
29384,Waterloo,SC,216180,Bajo Potencial,99.9,-1.9,4.8,29.2,-15.0,34.3367,-82.088
30828,Warrenton,GA,118524,Bajo Potencial,99.9,-0.6,3.1,8.3,-12.7,33.4091,-82.6357
76524,,TX,262568,Bajo Potencial,99.9,1.3,3.4,3.4,-12.2,31.3088,-97.2774
95223,Avery,CA,440878,Bajo Potencial,99.9,0.5,4.6,198.9,-15.2,38.3086,-120.268
98856,Winthrop,WA,464720,Bajo Potencial,99.9,1.2,9.9,13.9,-14.3,48.3632,-120.135
32759,Oak Hill,FL,345466,Bajo Potencial,99.9,1.0,5.4,12.7,-17.8,28.87,-80.8551
76534,Holland,TX,347736,Bajo Potencial,99.9,1.1,4.2,4.4,-11.7,30.88,-97.3857
33306,Fort Lauderdale,FL,594239,Bajo Potencial,99.9,0.2,6.9,18.1,-15.7,26.1656,-80.1118
76640,,TX,215589,Bajo Potencial,99.9,1.4,3.5,2.7,-16.0,31.6725,-97.1138
76569,Rogers,TX,283150,Bajo Potencial,99.9,0.8,3.9,3.3,-12.0,30.955,-97.2228
94599,Yountville,CA,1348888,Bajo Potencial,99.9,-2.8,17.7,8.1,-12.5,38.4016,-122.3608
27970,Roper,NC,106820,Bajo Potencial,99.9,-3.8,3.8,16.7,-13.3,35.8994,-76.5809
80019,Aurora,CO,543853,Bajo Potencial,99.9,-0.7,4.7,1.8,-12.9,39.7656,-104.7069
78659,Paige,TX,458041,Bajo Potencial,99.9,2.2,4.9,7.8,-22.0,30.1858,-97.1198
2635,Barnstable,MA,869955,Bajo Potencial,99.9,2.6,6.8,15.3,-13.1,,
78010,Center Point,TX,426085,Bajo Potencial,99.9,0.4,6.0,7.8,-13.8,29.9441,-99.0364
98640,Ocean Park,WA,342449,Bajo Potencial,99.9,1.1,5.9,42.8,-13.9,46.5029,-124.0436
32320,Apalachicola,FL,306611,Bajo Potencial,99.9,-2.5,5.9,11.5,-14.3,29.7255,-85.0063
95536,Ferndale,CA,529703,Bajo Potencial,99.9,-5.2,9.4,7.4,-13.6,40.5259,-124.2514
84761,Parowan,UT,390958,Bajo Potencial,99.9,0.9,7.7,9.2,-18.6,37.8449,-112.8323
49403,Conklin,MI,355344,Bajo Potencial,99.9,0.6,4.4,4.1,-11.7,43.1494,-85.8538
75569,Nash,TX,158823,Bajo Potencial,99.9,-5.0,4.4,3.3,-12.4,33.4344,-94.1219
89449,Stateline,NV,742669,Bajo Potencial,99.9,-1.6,3.6,4.4,-16.9,38.9643,-119.9068
34705,Astatula,FL,367791,Bajo Potencial,99.9,2.1,5.4,2.1,-15.1,28.7088,-81.7195
96779,Paia,HI,1394022,Bajo Potencial,99.9,2.8,11.9,6.6,-16.2,20.9154,-156.3802
95464,Upper Lake,CA,250983,Bajo Potencial,99.9,-2.0,3.8,15.7,-13.0,39.1194,-122.8315
5667,Marshfield,VT,365791,Bajo Potencial,99.9,-2.6,5.9,5.8,-8.8,,
62320,,IL,181320,Bajo Potencial,99.9,-8.7,2.6,7.0,-13.4,40.0293,-91.0769
86332,Congress,AZ,359356,Bajo Potencial,99.9,0.7,7.7,10.2,-11.7,34.4541,-112.8966
93430,Cayucos,CA,1341821,Bajo Potencial,99.9,-2.3,15.1,34.3,-11.6,35.4446,-120.8908
5048,Hartland,VT,463474,Bajo Potencial,99.9,-1.6,4.6,7.2,-12.7,,
73102,Oklahoma City,OK,295596,Bajo Potencial,99.9,-9.0,4.9,3.0,-13.5,35.4726,-97.5199
76511,Bartlett,TX,221233,Bajo Potencial,99.9,-2.7,3.7,4.8,-17.3,30.7991,-97.4263
76059,Cleburne,TX,262772,Bajo Potencial,99.9,1.5,5.1,5.0,-12.9,32.3937,-97.3287
93920,Big Sur,CA,1773477,Bajo Potencial,99.9,-4.3,25.8,12.1,-10.7,36.2458,-121.7009
59057,Molt,MT,590040,Bajo Potencial,99.9,2.1,7.1,3.1,-15.0,45.8615,-108.9731
36453,Kinston,AL,150483,Bajo Potencial,99.9,0.4,3.1,4.2,-9.4,31.1926,-86.1514
32798,Zellwood,FL,355014,Bajo Potencial,99.9,1.4,5.5,9.2,-14.3,28.7194,-81.5762
75681,Mount Enterprise,TX,202380,Bajo Potencial,99.9,-0.7,3.6,10.0,-11.3,31.9125,-94.6235
92282,White Water,CA,399607,Bajo Potencial,99.9,0.7,5.5,5.9,-14.0,33.989,-116.6566
32502,Pensacola,FL,342545,Bajo Potencial,99.9,-1.6,5.0,14.7,-15.2,30.4095,-87.2229
75436,Detroit,TX,228464,Bajo Potencial,99.9,-1.8,3.0,5.8,-15.2,33.6627,-95.2385
96058,Macdoel,CA,130149,Bajo Potencial,99.9,-11.2,3.3,14.2,-15.4,41.883,-121.9445
76638,Crawford,TX,488071,Bajo Potencial,99.9,1.9,3.7,2.4,-14.0,31.5598,-97.39
78024,Hunt,TX,571441,Bajo Potencial,99.9,2.5,7.6,29.0,-16.5,30.0027,-99.4823
95458,Lucerne,CA,254606,Bajo Potencial,99.9,0.2,5.5,19.5,-11.5,39.0783,-122.7846
65611,Blue Eye,MO,379224,Bajo Potencial,99.9,-1.1,6.8,32.0,-14.9,36.5493,-93.3388
65681,Lampe,MO,336440,Bajo Potencial,99.9,-1.4,5.6,50.9,-15.3,36.5767,-93.4516
77417,Beasley,TX,280904,Bajo Potencial,99.9,0.7,4.6,1.7,-9.4,29.479,-95.9681
78123,McQueeney,TX,434736,Bajo Potencial,99.9,-1.3,4.8,14.8,-14.5,29.6023,-98.0492
33857,Lorida,FL,265048,Bajo Potencial,99.9,1.5,5.3,63.3,-16.5,27.415,-81.1965
27553,Manson,NC,243951,Bajo Potencial,99.9,-0.5,8.3,13.2,-9.8,36.4603,-78.2952
29468,Pineville,SC,220388,Bajo Potencial,99.9,-8.2,8.1,6.6,-9.9,33.4199,-80.0932
99029,Reardan,WA,411069,Bajo Potencial,99.9,2.1,4.9,2.5,-12.8,47.7054,-117.8663
75643,,TX,192442,Bajo Potencial,99.9,-0.9,3.8,17.3,-12.4,32.0334,-94.38
95485,Nice,CA,330246,Bajo Potencial,99.9,-2.5,4.5,4.1,-12.2,39.1804,-122.9144
4860,St George,ME,530848,Bajo Potencial,99.9,0.5,7.0,49.1,-13.6,,
88023,Bayard,NM,102965,Bajo Potencial,99.9,-4.7,3.3,14.9,-14.3,32.7617,-108.1306
97376,Seal Rock,OR,529547,Bajo Potencial,99.9,0.6,8.4,19.2,-13.8,44.4874,-123.9567
76093,Rio Vista,TX,291726,Bajo Potencial,99.9,1.4,5.1,2.1,-12.3,32.2532,-97.3678
97136,Rockaway Beach,OR,475892,Bajo Potencial,99.9,1.7,7.2,69.6,-15.6,45.6134,-123.9429
30363,Atlanta,GA,328951,Bajo Potencial,99.9,-5.6,3.2,7.1,-11.5,33.791,-84.3992
97738,,OR,221175,Bajo Potencial,99.9,1.1,3.1,1.5,-15.3,43.5558,-119.0816
34762,Leesburg,FL,349105,Bajo Potencial,99.9,-0.1,4.2,24.0,-17.8,28.7545,-81.9151
59932,Somers,MT,696209,Bajo Potencial,99.9,2.5,11.6,13.3,-20.5,48.0793,-114.2355
74740,Haworth,OK,158635,Bajo Potencial,99.9,0.6,4.4,8.3,-13.7,33.785,-94.633
75490,Trenton,TX,396497,Bajo Potencial,99.9,2.5,4.0,4.6,-16.1,33.4235,-96.3398
36528,,AL,474895,Bajo Potencial,99.9,0.6,7.2,72.4,-14.8,30.2521,-88.1096
54766,Conrath,WI,178565,Bajo Potencial,99.9,-7.4,3.3,7.7,-15.9,45.3182,-90.9141
80927,Colorado Springs,CO,515400,Bajo Potencial,99.9,0.8,3.7,2.3,-11.5,38.9286,-104.6583
4443,Willimantic,ME,178105,Bajo Potencial,99.9,-0.4,3.6,29.9,-14.2,,
92322,Crestline,CA,349051,Bajo Potencial,99.9,-0.8,3.6,67.8,-17.7,34.2544,-117.3265
74734,Eagletown,OK,135904,Bajo Potencial,99.9,-3.8,2.8,7.3,-22.0,34.0364,-94.5596
89448,Zephyr Cove,NV,1310615,Bajo Potencial,99.9,-0.1,3.6,4.4,-16.3,39.0204,-119.9114
5658,Marshfield,VT,316232,Bajo Potencial,99.9,-1.6,4.6,5.8,-10.3,,
59922,Lakeside,MT,817319,Bajo Potencial,99.9,2.8,10.0,15.0,-22.5,48.0215,-114.2266
77975,Moulton,TX,232746,Bajo Potencial,99.9,-0.7,4.1,13.4,-14.5,29.57,-97.1031
95525,Blue Lake,CA,476030,Bajo Potencial,99.9,-4.5,8.2,8.8,-10.9,40.9374,-123.8913
84781,Pine Valley,UT,468237,Bajo Potencial,99.9,1.6,4.7,111.0,-14.3,37.3898,-113.5177
86441,Dolan Springs,AZ,108182,Bajo Potencial,99.9,-8.0,3.7,38.2,-14.8,35.5692,-114.3777
4652,Lubec,ME,247735,Bajo Potencial,99.9,1.7,4.2,40.5,-15.8,,
80420,Alma,CO,628379,Bajo Potencial,99.9,-0.6,7.0,48.4,-14.5,39.2839,-106.0628
99170,,WA,323199,Bajo Potencial,99.9,0.5,4.2,6.3,-12.6,47.2218,-117.4147
28343,Gibson,NC,95221,Bajo Potencial,99.9,-9.3,2.9,3.2,-15.1,34.7549,-79.5839
76578,Thrall,TX,359904,Bajo Potencial,99.9,-0.1,3.8,5.3,-19.6,30.592,-97.2893
75554,Avery,TX,206385,Bajo Potencial,99.9,-1.9,4.1,9.0,-13.9,33.5339,-94.7867
85924,Concho,AZ,281913,Bajo Potencial,99.9,-1.8,7.4,22.3,-15.8,34.4458,-109.6741
96103,Graeagle,CA,408137,Bajo Potencial,99.9,-1.2,6.2,87.8,-11.7,40.1919,-120.1746
85625,Pearce,AZ,202025,Bajo Potencial,99.9,1.5,4.0,22.5,-14.6,31.8885,-109.6119
2659,Chatham,MA,972369,Bajo Potencial,99.9,1.2,10.3,58.6,-15.2,,
97326,Blodgett,OR,556304,Bajo Potencial,99.9,-1.2,5.3,11.0,-9.9,44.6281,-123.6067
8247,Stone Harbor,NJ,2346875,Bajo Potencial,99.9,3.6,17.2,295.9,-21.0,,
83323,Declo,ID,426497,Bajo Potencial,99.9,2.8,6.7,2.6,-14.5,42.5245,-113.4338
59866,Saint Regis,MT,377677,Bajo Potencial,99.9,2.3,4.9,19.2,-17.6,47.3369,-115.1703
81055,La Veta,CO,382632,Bajo Potencial,99.9,1.6,7.0,60.4,-14.5,37.5117,-105.0575
5846,Brighton,VT,226116,Bajo Potencial,99.9,0.4,4.5,45.0,-11.5,,
5761,Pawlet,VT,407251,Bajo Potencial,99.9,-1.4,7.4,18.1,-9.5,,
83811,Clark Fork,ID,477212,Bajo Potencial,99.9,1.9,11.2,7.3,-17.1,48.1405,-116.1699
96142,Tahoma,CA,870205,Bajo Potencial,99.9,-0.7,10.1,229.0,-13.5,39.0644,-120.1357
84013,Fairfield,UT,539277,Bajo Potencial,99.9,0.6,5.1,0.4,-13.5,40.2959,-112.0923
5682,Worcester,VT,400494,Bajo Potencial,99.9,-9.6,5.3,6.1,-11.6,,
84725,,UT,409757,Bajo Potencial,99.9,-0.3,5.0,4.7,-13.7,37.5797,-113.6894
65762,Thornfield,MO,204594,Bajo Potencial,99.9,2.5,3.9,6.6,-18.1,36.6875,-92.6534
80821,Hugo,CO,238254,Bajo Potencial,99.9,0.1,3.8,8.1,-13.8,39.0843,-103.499
5148,Londonderry,VT,434581,Bajo Potencial,99.9,0.4,5.0,29.3,-14.2,,
95960,Nevada City,CA,356244,Bajo Potencial,99.9,-2.5,9.8,12.5,-10.3,39.3765,-121.0891
77951,Victoria,TX,112737,Bajo Potencial,99.9,-4.9,3.2,9.7,-8.9,28.6495,-96.8945
78663,Round Mountain,TX,879985,Bajo Potencial,99.9,0.5,5.3,5.4,-19.9,30.4429,-98.4365
63965,Van Buren,MO,194302,Bajo Potencial,99.9,2.0,5.9,16.1,-12.4,37.0015,-91.0007
35571,Hodges,AL,197051,Bajo Potencial,99.9,-1.2,6.1,15.2,-12.0,34.3417,-87.959
32625,Cedar Key,FL,349305,Bajo Potencial,99.9,-1.3,5.6,46.5,-14.2,29.171,-83.0168
81152,San Luis,CO,155713,Bajo Potencial,99.9,-1.9,5.5,27.7,-11.5,37.1066,-105.4781
73459,Thackerville,OK,223675,Bajo Potencial,99.9,1.9,3.5,7.9,-15.1,33.7882,-97.1363
18350,Pocono Pines,PA,446474,Bajo Potencial,99.9,0.8,4.0,278.3,-19.8,41.1054,-75.476
32426,Campbellton,FL,131155,Bajo Potencial,99.9,0.5,3.9,15.2,-14.0,30.9563,-85.3766
4677,,ME,468727,Bajo Potencial,99.9,-1.4,5.9,50.0,-12.1,,
5742,Wallingford,VT,368326,Bajo Potencial,99.9,-1.4,4.7,15.2,-12.7,,
83631,Idaho City,ID,401431,Bajo Potencial,99.9,1.1,4.9,23.1,-14.7,43.8834,-115.708
83803,,ID,416431,Bajo Potencial,99.9,2.3,6.9,47.4,-14.4,47.9822,-116.5494
5146,Grafton,VT,410170,Bajo Potencial,99.9,-4.5,4.9,26.4,-11.8,,
83429,Island Park,ID,547452,Bajo Potencial,99.9,2.1,7.0,405.3,-24.0,44.4466,-111.3679
5350,Readsboro,VT,257564,Bajo Potencial,99.9,-2.2,4.5,25.3,-15.2,,
41815,Ermine,KY,88454,Bajo Potencial,99.9,-1.6,4.4,13.9,-14.7,37.1615,-82.7974
95589,Whitethorn,CA,409199,Bajo Potencial,99.9,-5.1,10.5,35.0,-13.7,40.0231,-124.0139
18471,Waverly,PA,498695,Bajo Potencial,99.9,-3.2,4.4,7.4,-12.4,41.5238,-75.6906
80547,Timnath,CO,688171,Bajo Potencial,99.9,1.4,4.0,2.1,-13.8,40.5291,-104.9853
59871,Sula,MT,401538,Bajo Potencial,99.9,3.0,8.3,99.3,-16.8,45.8433,-113.8748
65724,Polk,MO,167924,Bajo Potencial,99.9,2.4,4.4,43.7,-15.9,37.8442,-93.3356
5359,Londonderry,VT,342836,Bajo Potencial,99.9,0.3,4.3,29.0,-11.5,,
87710,Angel Fire,NM,503942,Bajo Potencial,99.9,2.2,6.5,152.4,-18.2,36.3849,-105.2439
96106,Portola,CA,637211,Bajo Potencial,99.9,0.0,3.6,104.7,-12.2,39.7546,-120.5951
72668,Yellville,AR,226889,Bajo Potencial,99.9,-1.0,3.6,21.4,-14.2,36.435,-92.7615
97622,,OR,231736,Bajo Potencial,99.9,-0.7,9.0,23.2,-12.8,42.3995,-121.0806
8345,Port Norris,NJ,231253,Bajo Potencial,99.9,-2.8,3.6,14.0,-13.8,,
91963,Campo,CA,597117,Bajo Potencial,99.9,-0.7,23.4,6.6,-10.1,32.6205,-116.6037
93604,Bass Lake,CA,667245,Bajo Potencial,99.9,0.0,3.7,194.2,-13.3,37.3244,-119.5568
74736,,OK,164003,Bajo Potencial,99.9,-1.3,3.4,7.5,-15.8,33.9192,-94.986
95459,Manchester,CA,682966,Bajo Potencial,99.9,-0.9,11.5,28.4,-12.7,39.0097,-123.6523
97118,,OR,379630,Bajo Potencial,99.9,1.8,7.1,18.6,-14.5,45.5626,-123.9001
96730,Kaaawa,HI,1001271,Bajo Potencial,99.9,2.2,8.7,6.2,-11.3,21.5481,-157.8495
80438,Empire,CO,362495,Bajo Potencial,99.9,-0.2,6.0,12.6,-11.9,39.7614,-105.6844
83311,Burley,ID,384353,Bajo Potencial,99.9,2.1,4.5,2.1,-14.2,42.3896,-113.5567
96126,Sierraville,CA,510104,Bajo Potencial,99.9,-3.9,3.6,32.6,-15.1,39.5825,-120.3711
5732,Castleton,VT,348404,Bajo Potencial,99.9,-0.7,11.1,20.3,-13.8,,
